Gene	CUI
b0146	0.0209828432035
b4706	0.0209845509321
b1326	0.0209850321537
b3562	0.0209870292238
b0735	0.0209875260836
b2889	0.0209910672135
b0339	0.0209927244206
b4555	0.0209940791721
b4683	0.02099491845
b1531	0.0209969457848
b2043	0.0210040423015
b0497	0.0210087088118
b3825	0.0210146980956
b0064	0.0210156074249
b2839	0.0210164916594
b1090	0.0210208869987
b3129	0.0210215313781
b0947	0.0210219216134
b3507	0.021025182606
b2449	0.0210254990691
b2706	0.0210270834727
b3260	0.0210289192815
b2562	0.0210312442716
b2369	0.0210328502284
b1428	0.0210346539873
b1972	0.0210372746849
b4364	0.0210384932789
b3879	0.0210385993652
b3675	0.021039908683
b3709	0.0210430150389
b2869	0.02104343405
b3297	0.0210437100034
b3148	0.0210452820938
b1585	0.0210462127843
b2248	0.021046464718
b4176	0.0210467790698
b4415	0.0210490773681
b1756	0.0210551136443
b2419	0.0210579548011
b2631	0.0210595895434
b1775	0.0210597503912
b2882	0.0210602506942
b2668	0.0210613205294
b4190	0.0210616119363
b1645	0.0210631852085
b3329	0.0210671490511
b3394	0.0210672834177
b1495	0.0210719389361
b3279	0.0210731376102
b0144	0.0210743416498
b1874	0.0210745214049
b4671	0.0210757594399
b2544	0.0210775855522
b3974	0.021078572608
b0716	0.0210788401174
b2643	0.0210789559238
b3208	0.0210798011076
b1285	0.0210818183952
b0301	0.0210844568022
b1007	0.0210845512269
b3345	0.0210859636866
b4120	0.0210882165877
b3587	0.0210901369942
b2927	0.0210933065717
b2361	0.0210938750131
b0464	0.0210958862774
b4071	0.0210971248011
b1686	0.0210997458771
b3332	0.0210997847263
b3972	0.0211008230564
b0717	0.0211023885267
b4072	0.02111024139
b1309	0.0211111683225
b1838	0.0211114302893
b0719	0.0211114884587
b1659	0.0211134816585
b3915	0.0211140391965
b4001	0.0211157738761
b2461	0.0211162698437
b4089	0.0211203266484
b3660	0.0211214896836
b1438	0.0211230521884
b4171	0.0211342470352
b0547	0.0211390979386
b2632	0.0211422244794
b3090	0.0211424577352
b2580	0.0211427724757
b3966	0.0211429135155
b3549	0.0211447109407
b1610	0.0211447491234
b4144	0.0211501666288
b2808	0.0211506545227
b3765	0.0211523540293
b1592	0.0211563259101
b1469	0.0211565379464
b0950	0.02115799529
b2696	0.0211597015727
b1433	0.0211628832417
b1625	0.0211630691495
b2540	0.0211633534601
b4090	0.0211670912551
b3184	0.0211673507891
b4012	0.0211708380707
b0752	0.0211716912589
b2758	0.0211722328018
b1500	0.021172732321
b3936	0.0211805388153
b0649	0.0211805720781
b1781	0.021181338781
b1465	0.0211826072386
b1556	0.0211840747924
b1873	0.02118431156
b1089	0.0211854943386
b3506	0.0211875691985
b2998	0.0211908910708
b1389	0.0211931869137
b2106	0.0211938046753
b1234	0.0211947391635
b0559	0.0212021937084
b3049	0.0212074798649
b2166	0.0212147476164
b2670	0.0212175503983
b3142	0.0212206328932
b2305	0.0212212100311
b3475	0.0212212231782
b1410	0.0212260673448
b3271	0.0212295528209
b0132	0.0212308549649
b1865	0.0212313627596
b2985	0.0212333898435
b3638	0.0212336090493
b1385	0.0212367242648
b4332	0.0212383405652
b3281	0.0212406073353
b2201	0.0212427351005
b3842	0.0212463453173
b1770	0.0212469337627
b3448	0.0212513841881
b0611	0.021251714132
b3431	0.0212538002699
b4264	0.0212559624188
b0291	0.0212567811598
b4124	0.0212583492681
b3996	0.0212606289093
b2479	0.0212637385095
b4411	0.0212670133687
b2505	0.0212671684714
b0446	0.0212677837121
